"remote_jobs","salary_year_avg","company_name","skills"
"Data Analyst","115791.5","Kern Health Systems","excel"
"Data Analyst","115791.5","Kern Health Systems","sas"
"Data Analyst","115791.5","Kern Health Systems","sql"
"Data Analyst","115791.5","Kern Health Systems","sas"
"Data Analyst","115791.5","Kern Health Systems","excel"
"Data Analyst","115791.5","Kern Health Systems","sas"
"Data Analyst","115791.5","Kern Health Systems","sql"
"Data Analyst","115791.5","Kern Health Systems","sas"
"Data Analyst","115791.5","Kern Health Systems","excel"
"Data Analyst","115791.5","Kern Health Systems","sas"
"Data Analyst","115000.0","Robert Half","python"
"Data Analyst","115000.0","ManyPets","excel"
"Data Analyst","115000.0","ManyPets","tableau"
"Data Analyst","115000.0","Robert Half","sql"
"Data Analyst","115000.0","Robert Half","snowflake"
"Data Analyst","115000.0","Robert Half","postgresql"
"Data Analyst","115000.0","Robert Half","sql server"
"Data Analyst","115000.0","Robert Half","sql"
"Data Analyst","115000.0","Get It Recruit - Information Technology","python"
"Data Analyst","115000.0","Get It Recruit - Information Technology","sql"
"Data Analyst","115000.0","ManyPets","sql"
"Data Analyst","115000.0","Lighthouse Professional Services","alteryx"
"Data Analyst","115000.0","Lighthouse Professional Services","powerpoint"
"Data Analyst","115000.0","Lighthouse Professional Services","dax"
"Data Analyst","115000.0","Lighthouse Professional Services","power bi"
"Data Analyst","115000.0","Lighthouse Professional Services","tableau"
"Data Analyst","115000.0","Lighthouse Professional Services","snowflake"
"Data Analyst","115000.0","Lighthouse Professional Services","vba"
"Data Analyst","115000.0","Lighthouse Professional Services","r"
"Data Analyst","115000.0","Lighthouse Professional Services","python"
"Data Analyst","115000.0","Medasource","sql"
"Data Analyst","115000.0","Medasource","sql server"
"Data Analyst","115000.0","Medasource","azure"
"Data Analyst","115000.0","Medasource","excel"
"Data Analyst","115000.0","Lighthouse Professional Services","sql"
"Data Analyst","115000.0","Robert Half","power bi"
"Data Analyst","115000.0","Robert Half","tableau"
"Data Analyst","115000.0","Robert Half","oracle"
"Data Analyst","115000.0","Robert Half","databricks"
"Data Analyst","115000.0","Robert Half","azure"
"Data Analyst","115000.0","Robert Half","power bi"
"Data Analyst","115000.0","Robert Half","tableau"
"Data Analyst","115000.0","Robert Half","sql"
"Data Analyst","115000.0","Robert Half","tableau"
"Data Analyst","114956.5","ICF","sas"
"Data Analyst","114956.5","ICF","spss"
"Data Analyst","114956.5","ICF","sas"
"Data Analyst","114956.5","ICF","tableau"
"Data Analyst","114956.5","ICF","r"
"Data Analyst","114956.5","ICF","python"
"Data Analyst","114956.5","ICF","sql"
"Data Analyst","114948.0","Get It Recruit - Healthcare","sas"
"Data Analyst","114948.0","Get It Recruit - Healthcare","sas"
"Data Analyst","114948.0","Get It Recruit - Healthcare","tableau"
"Data Analyst","114948.0","Get It Recruit - Healthcare","power bi"
"Data Analyst","114948.0","Get It Recruit - Healthcare","r"
"Data Analyst","114948.0","Get It Recruit - Healthcare","python"
"Data Analyst","114805.0","ICF","sql"
"Data Analyst","114805.0","ICF","python"
"Data Analyst","114805.0","ICF","r"
"Data Analyst","114805.0","ICF","sas"
"Data Analyst","114805.0","ICF","tableau"
"Data Analyst","114805.0","ICF","sas"
"Data Analyst","114805.0","ICF","spss"
"Data Analyst","114000.0","Uber","tableau"
"Data Analyst","114000.0","Uber","r"
"Data Analyst","114000.0","Uber","sql"
"Data Analyst","114000.0","Uber","looker"
"Data Analyst","114000.0","Uber","python"
"Data Analyst","113500.0","GEICO","python"
"Data Analyst","113500.0","GEICO","sql"
"Data Analyst","113500.0","GEICO","db2"
"Data Analyst","113500.0","GEICO","azure"
"Data Analyst","113500.0","GEICO","oracle"
"Data Analyst","113500.0","GEICO","snowflake"
"Data Analyst","113500.0","GEICO","hadoop"
"Data Analyst","113500.0","GEICO","power bi"
"Data Analyst","112850.0","Square","flow"
"Data Analyst","112850.0","Square","looker"
"Data Analyst","112850.0","Square","sql"
"Data Analyst","112850.0","Square","python"
"Data Analyst","112850.0","Square","c"
"Data Analyst","112850.0","Square","go"
"Data Analyst","112850.0","Square","tableau"
"Data Analyst","112661.0","Get It Recruit - Healthcare","sql"
"Data Analyst","112661.0","Get It Recruit - Healthcare","tableau"
"Data Analyst","112661.0","Get It Recruit - Healthcare","python"
"Data Analyst","112500.0","Segue Technologies Inc","aws"
"Data Analyst","112500.0","Segue Technologies Inc","sql server"
"Data Analyst","112500.0","Segue Technologies Inc","nosql"
"Data Analyst","112500.0","Paratus Solutions LLC","excel"
"Data Analyst","112500.0","Paratus Solutions LLC","sql"
"Data Analyst","112500.0","Paratus Solutions LLC","python"
"Data Analyst","112500.0","Paratus Solutions LLC","r"
"Data Analyst","112500.0","Paratus Solutions LLC","sas"
"Data Analyst","112500.0","Paratus Solutions LLC","javascript"
"Data Analyst","112500.0","Paratus Solutions LLC","sqlite"
"Data Analyst","112500.0","Paratus Solutions LLC","tableau"
"Data Analyst","112500.0","Paratus Solutions LLC","sas"
"Data Analyst","112500.0","Paratus Solutions LLC","spss"
"Data Analyst","112500.0","UL Solutions","excel"
"Data Analyst","112500.0","Segue Technologies Inc","excel"
"Data Analyst","112500.0","Get It Recruit - Information Technology","sql"
"Data Analyst","112500.0","Get It Recruit - Information Technology","python"
"Data Analyst","112500.0","Segue Technologies Inc","tableau"
"Data Analyst","112500.0","UL Solutions","dax"
"Data Analyst","112500.0","Seneca Resources, LLC","aws"
"Data Analyst","112500.0","Get It Recruit - Information Technology","r"
"Data Analyst","112500.0","Seneca Resources, LLC","linux"
"Data Analyst","112500.0","Get It Recruit - Information Technology","looker"
"Data Analyst","112500.0","Get It Recruit - Information Technology","tableau"
"Data Analyst","112500.0","Segue Technologies Inc","sql"
"Data Analyst","112500.0","InvestM Technology LLC","sql"
"Data Analyst","112500.0","InvestM Technology LLC","power bi"
"Data Analyst","112500.0","InvestM Technology LLC","r"
"Data Analyst","112500.0","InvestM Technology LLC","tableau"
"Data Analyst","112500.0","InvestM Technology LLC","python"
"Data Analyst","112050.0","Cisco Meraki","tableau"
"Data Analyst","112050.0","Cisco Meraki","looker"
"Data Analyst","112050.0","Cisco Meraki","sap"
"Data Analyst","112050.0","Cisco Meraki","oracle"
"Data Analyst","112050.0","Cisco Meraki","sql"
"Data Analyst","112050.0","Cisco Meraki","excel"
"Data Analyst","111500.0","IBM","ibm cloud"
"Data Analyst","111500.0","IBM","jira"
"Data Analyst","111500.0","IBM","azure"
"Data Analyst","111500.0","IBM","sql"
"Data Analyst","111500.0","IBM","python"
"Data Analyst","111500.0","IBM","tableau"
"Data Analyst","110000.0","Get It Recruit - Information Technology","flow"
"Data Analyst","110000.0","Get It Recruit - Information Technology","sql"
"Data Analyst","110000.0","Convergenz","sas"
"Data Analyst","110000.0","Convergenz","power bi"
"Data Analyst","110000.0","Get It Recruit - Finance","looker"
"Data Analyst","110000.0","Convergenz","tableau"
"Data Analyst","110000.0","Convergenz","sas"
"Data Analyst","110000.0","Convergenz","r"
"Data Analyst","110000.0","Convergenz","sql"
"Data Analyst","110000.0","Insight Global","aws"
"Data Analyst","110000.0","Insight Global","sql"
"Data Analyst","110000.0","Get It Recruit - Real Estate","sql"
"Data Analyst","110000.0","Get It Recruit - Real Estate","python"
"Data Analyst","110000.0","Get It Recruit - Finance","javascript"
"Data Analyst","110000.0","Get It Recruit - Real Estate","r"
"Data Analyst","110000.0","Get It Recruit - Real Estate","tableau"
"Data Analyst","110000.0","Get It Recruit - Real Estate","power bi"
"Data Analyst","110000.0","Get It Recruit - Finance","excel"
"Data Analyst","110000.0","Trinity Solar Careers","ssis"
"Data Analyst","110000.0","Trinity Solar Careers","dax"
"Data Analyst","110000.0","Trinity Solar Careers","power bi"
"Data Analyst","110000.0","Trinity Solar Careers","excel"
"Data Analyst","110000.0","Trinity Solar Careers","sql server"
"Data Analyst","110000.0","Get It Recruit - Information Technology","alteryx"
"Data Analyst","110000.0","Trinity Solar Careers","t-sql"
"Data Analyst","110000.0","CREDITSERVE INC","sql"
"Data Analyst","110000.0","CREDITSERVE INC","python"
"Data Analyst","110000.0","CREDITSERVE INC","excel"
"Data Analyst","110000.0","CREDITSERVE INC","tableau"
"Data Analyst","110000.0","CREDITSERVE INC","word"
"Data Analyst","110000.0","CREDITSERVE INC","powerpoint"
"Data Analyst","110000.0","DNV","databricks"
"Data Analyst","110000.0","DNV","excel"
"Data Analyst","110000.0","DNV","power bi"
"Data Analyst","110000.0","DNV","sas"
"Data Analyst","110000.0","DNV","word"
"Data Analyst","110000.0","DNV","powerpoint"
"Data Analyst","110000.0","DNV","jira"
"Data Analyst","110000.0","Trinity Solar Careers","sql"
"Data Analyst","110000.0","Get It Recruit - Information Technology","excel"
"Data Analyst","110000.0","Get It Recruit - Information Technology","power bi"
"Data Analyst","110000.0","Apex Systems","sql"
"Data Analyst","110000.0","CREDITSERVE INC","powerpoint"
"Data Analyst","110000.0","CREDITSERVE INC","word"
"Data Analyst","110000.0","CREDITSERVE INC","tableau"
"Data Analyst","110000.0","CREDITSERVE INC","excel"
"Data Analyst","110000.0","CREDITSERVE INC","python"
"Data Analyst","110000.0","CREDITSERVE INC","sql"
"Data Analyst","110000.0","Insight Global","ssrs"
"Data Analyst","110000.0","Insight Global","ssis"
"Data Analyst","110000.0","Insight Global","power bi"
"Data Analyst","110000.0","Insight Global","aws"
"Data Analyst","110000.0","Insight Global","azure"
"Data Analyst","110000.0","Insight Global","sql server"
"Data Analyst","110000.0","Insight Global","t-sql"
"Data Analyst","110000.0","Insight Global","sql"
"Data Analyst","110000.0","Cava Connect","sql"
"Data Analyst","110000.0","Cava Connect","python"
"Data Analyst","110000.0","Cava Connect","vba"
"Data Analyst","110000.0","Cava Connect","excel"
"Data Analyst","110000.0","Cava Connect","power bi"
"Data Analyst","110000.0","Cava Connect","dax"
"Data Analyst","110000.0","Cava Connect","ssis"
"Data Analyst","110000.0","Cava Connect","ssrs"
"Data Analyst","110000.0","DNV","sql"
"Data Analyst","110000.0","DNV","python"
"Data Analyst","110000.0","DNV","r"
"Data Analyst","110000.0","DNV","sas"
"Data Analyst","110000.0","DNV","javascript"
"Data Analyst","110000.0","DNV","azure"
"Data Analyst","110000.0","Get It Recruit - Transportation","sql"
"Data Analyst","110000.0","Get It Recruit - Transportation","python"
"Data Analyst","110000.0","Robert Half","sql"
"Data Analyst","110000.0","Robert Half","ssis"
"Data Analyst","109600.0","Paradigm","javascript"
"Data Analyst","109600.0","Paradigm","db2"
"Data Analyst","109600.0","Paradigm","python"
"Data Analyst","109600.0","Paradigm","sql"
"Data Analyst","109600.0","Paradigm","oracle"
"Data Analyst","109600.0","Paradigm","flow"
"Data Analyst","109600.0","Paradigm","bash"
"Data Analyst","109600.0","Paradigm","powershell"
"Data Analyst","109600.0","Paradigm","sql server"
"Data Analyst","109600.0","Paradigm","java"
"Data Analyst","109600.0","Paradigm","shell"
"Data Analyst","107500.0","Get It Recruit - Hospitality","excel"
"Data Analyst","107500.0","Get It Recruit - Information Technology","azure"
"Data Analyst","107500.0","Get It Recruit - Information Technology","python"
"Data Analyst","107500.0","Get It Recruit - Information Technology","r"
"Data Analyst","107500.0","Get It Recruit - Information Technology","html"
"Data Analyst","107500.0","Get It Recruit - Information Technology","sql"
"Data Analyst","107500.0","Get It Recruit - Hospitality","powerpoint"
"Data Analyst","107500.0","Get It Recruit - Information Technology","power bi"
"Data Analyst","107500.0","Get It Recruit - Information Technology","tableau"
"Data Analyst","107500.0","Get It Recruit - Information Technology","excel"
"Data Analyst","107500.0","Get It Recruit - Information Technology","aws"
"Data Analyst","107500.0","Get It Recruit - Information Technology","sql server"
"Data Analyst","107500.0","CODING DOJO INC.","sas"
"Data Analyst","107500.0","Dice","power bi"
"Data Analyst","107500.0","Dice","python"
"Data Analyst","107500.0","Dice","sql"
"Data Analyst","107500.0","CODING DOJO INC.","powerpoint"
"Data Analyst","107500.0","CODING DOJO INC.","word"
"Data Analyst","107500.0","Rhino","sql"
"Data Analyst","107500.0","CODING DOJO INC.","hadoop"
"Data Analyst","107500.0","CODING DOJO INC.","sas"
"Data Analyst","107500.0","CODING DOJO INC.","r"
"Data Analyst","107500.0","CODING DOJO INC.","outlook"
"Data Analyst","107500.0","Insight Global","sql"
"Data Analyst","107500.0","CODING DOJO INC.","excel"
"Data Analyst","107500.0","CODING DOJO INC.","tableau"
"Data Analyst","107500.0","Rhino","excel"
"Data Analyst","107500.0","Rhino","bigquery"
"Data Analyst","107500.0","CODING DOJO INC.","power bi"
"Data Analyst","107500.0","CODING DOJO INC.","python"
"Data Analyst","107500.0","CODING DOJO INC.","sql"
"Data Analyst","107500.0","Dice","sap"
"Data Analyst","106562.5","Cherry Bekaert Advisory, LLC","r"
"Data Analyst","106562.5","Cherry Bekaert Advisory, LLC","numpy"
"Data Analyst","106562.5","Cherry Bekaert Advisory, LLC","tableau"
"Data Analyst","106562.5","Cherry Bekaert Advisory, LLC","scikit-learn"
"Data Analyst","106562.5","Cherry Bekaert Advisory, LLC","sql"
"Data Analyst","106562.5","Cherry Bekaert Advisory, LLC","pandas"
"Data Analyst","106562.5","Cherry Bekaert Advisory, LLC","python"
"Data Analyst","106562.5","Cherry Bekaert Advisory, LLC","alteryx"
"Data Analyst","106562.5","Cherry Bekaert Advisory, LLC","power bi"
"Data Analyst","106479.0","Edward Jones","excel"
"Data Analyst","106479.0","Edward Jones","vba"
"Data Analyst","106479.0","Edward Jones","word"
"Data Analyst","106479.0","Edward Jones","powerpoint"
"Data Analyst","106479.0","Edward Jones","tableau"
"Data Analyst","106479.0","Edward Jones","snowflake"
"Data Analyst","106479.0","Edward Jones","oracle"
"Data Analyst","106479.0","Edward Jones","spss"
"Data Analyst","106479.0","Edward Jones","sas"
"Data Analyst","106479.0","Edward Jones","sql"
"Data Analyst","106479.0","Edward Jones","python"
"Data Analyst","106479.0","Edward Jones","r"
"Data Analyst","106479.0","Edward Jones","sas"
"Data Analyst","106479.0","Edward Jones","tableau"
"Data Analyst","106479.0","Edward Jones","sql"
"Data Analyst","106479.0","Edward Jones","python"
"Data Analyst","106479.0","Edward Jones","r"
"Data Analyst","106479.0","Edward Jones","sas"
"Data Analyst","106479.0","Edward Jones","oracle"
"Data Analyst","106479.0","Edward Jones","snowflake"
"Data Analyst","106479.0","Edward Jones","sas"
"Data Analyst","106479.0","Edward Jones","spss"
"Data Analyst","106000.0","Get It Recruit - Information Technology","sql"
"Data Analyst","106000.0","Get It Recruit - Information Technology","git"
"Data Analyst","106000.0","Get It Recruit - Information Technology","tableau"
"Data Analyst","106000.0","Get It Recruit - Information Technology","excel"
"Data Analyst","106000.0","Get It Recruit - Information Technology","snowflake"
"Data Analyst","106000.0","Get It Recruit - Information Technology","python"
"Data Analyst","106000.0","Get It Recruit - Information Technology","sql"
"Data Analyst","106000.0","Get It Recruit - Information Technology","tableau"
"Data Analyst","106000.0","Get It Recruit - Information Technology","looker"
"Data Analyst","106000.0","Get It Recruit - Information Technology","excel"
"Data Analyst","105000.0","Vista Global Solutions, LLC","aws"
"Data Analyst","105000.0","Vista Global Solutions, LLC","excel"
"Data Analyst","105000.0","Vista Global Solutions, LLC","tableau"
"Data Analyst","105000.0","Vista Global Solutions, LLC","qlik"
"Data Analyst","105000.0","Vista Global Solutions, LLC","r"
"Data Analyst","105000.0","Vista Global Solutions, LLC","python"
"Data Analyst","105000.0","Vista Global Solutions, LLC","sql"
"Data Analyst","105000.0","Vista Global Solutions, LLC","redshift"
"Data Analyst","105000.0","Syndicatebleu","html"
"Data Analyst","105000.0","Syndicatebleu","looker"
"Data Analyst","105000.0","Get It Recruit - Information Technology","power bi"
"Data Analyst","105000.0","Get It Recruit - Information Technology","html"
"Data Analyst","105000.0","Syndicatebleu","sql"
"Data Analyst","105000.0","Syndicatebleu","javascript"
"Data Analyst","105000.0","Syndicatebleu","excel"
"Data Analyst","105000.0","Get It Recruit - Information Technology","tableau"
"Data Analyst","105000.0","Get It Recruit - Information Technology","excel"
"Data Analyst","105000.0","Modis","azure"
"Data Analyst","105000.0","Starr And Associates LLC","sql"
"Data Analyst","105000.0","Starr And Associates LLC","python"
"Data Analyst","105000.0","Starr And Associates LLC","r"
"Data Analyst","105000.0","Modis","sql"
"Data Analyst","105000.0","Starr And Associates LLC","excel"
"Data Analyst","105000.0","Starr And Associates LLC","tableau"
"Data Analyst","105000.0","Get It Recruit - Healthcare","sql"
"Data Analyst","105000.0","Syrup","power bi"
"Data Analyst","105000.0","Get It Recruit - Healthcare","tableau"
"Data Analyst","105000.0","Syrup","spark"
"Data Analyst","105000.0","Syrup","tableau"
"Data Analyst","105000.0","Syrup","r"
"Data Analyst","105000.0","Syrup","python"
"Data Analyst","105000.0","EL Education (Formerly Expeditionary Learning)","r"
"Data Analyst","105000.0","EL Education (Formerly Expeditionary Learning)","word"
"Data Analyst","105000.0","CyberCoders","tableau"
"Data Analyst","105000.0","CyberCoders","excel"
"Data Analyst","105000.0","CyberCoders","sql"
"Data Analyst","105000.0","Get It Recruit - Healthcare","python"
"Data Analyst","105000.0","Get It Recruit - Healthcare","power bi"
"Data Analyst","105000.0","EL Education (Formerly Expeditionary Learning)","tableau"
"Data Analyst","105000.0","Syrup","hadoop"
"Data Analyst","105000.0","Syrup","sql"
"Data Analyst","105000.0","CyberCoders","oracle"
"Data Analyst","105000.0","Starr And Associates LLC","qlik"
"Data Analyst","104300.0","Pitney Bowes","excel"
"Data Analyst","104300.0","Pitney Bowes","power bi"
"Data Analyst","104300.0","Pitney Bowes","tableau"
"Data Analyst","104300.0","Pitney Bowes","go"
"Data Analyst","104106.5","Health Plan of San Mateo","word"
"Data Analyst","104106.5","Health Plan of San Mateo","outlook"
"Data Analyst","104106.5","Health Plan of San Mateo","powerpoint"
"Data Analyst","104106.5","Health Plan of San Mateo","spreadsheet"
"Data Analyst","104106.5","Health Plan of San Mateo","sas"
"Data Analyst","104106.5","Health Plan of San Mateo","sas"
"Data Analyst","104106.5","Health Plan of San Mateo","excel"
"Data Analyst","104000.0","Get It Recruit - Information Technology","sql"
"Data Analyst","104000.0","Get It Recruit - Information Technology","c++"
"Data Analyst","104000.0","Get It Recruit - Information Technology","r"
"Data Analyst","104000.0","Get It Recruit - Information Technology","qlik"
"Data Analyst","104000.0","Get It Recruit - Information Technology","looker"
"Data Analyst","104000.0","Get It Recruit - Information Technology","tableau"
"Data Analyst","104000.0","Get It Recruit - Information Technology","excel"
"Data Analyst","104000.0","Get It Recruit - Information Technology","snowflake"
"Data Analyst","104000.0","Get It Recruit - Information Technology","javascript"
"Data Analyst","104000.0","Get It Recruit - Information Technology","python"
"Data Analyst","104000.0","Get It Recruit - Information Technology","powerpoint"
"Data Analyst","103500.0","Get It Recruit - Information Technology","sql"
"Data Analyst","103000.0","AIDS Healthcare Foundation","unix"
"Data Analyst","103000.0","AIDS Healthcare Foundation","ssrs"
"Data Analyst","103000.0","AIDS Healthcare Foundation","ssis"
"Data Analyst","103000.0","AIDS Healthcare Foundation","tableau"
"Data Analyst","103000.0","AIDS Healthcare Foundation","windows"
"Data Analyst","103000.0","Get It Recruit - Information Technology","sql"
"Data Analyst","103000.0","AIDS Healthcare Foundation","sql"
"Data Analyst","103000.0","AIDS Healthcare Foundation","python"
"Data Analyst","103000.0","AIDS Healthcare Foundation","r"
"Data Analyst","103000.0","AIDS Healthcare Foundation","t-sql"
"Data Analyst","103000.0","AIDS Healthcare Foundation","sql server"
"Data Analyst","103000.0","AIDS Healthcare Foundation","oracle"
"Data Analyst","103000.0","Get It Recruit - Information Technology","aws"
"Data Analyst","103000.0","Get It Recruit - Information Technology","databricks"
"Data Analyst","103000.0","Get It Recruit - Information Technology","python"
"Data Analyst","103000.0","Get It Recruit - Information Technology","sql"
"Data Analyst","103000.0","Get It Recruit - Information Technology","spark"
"Data Analyst","103000.0","Get It Recruit - Information Technology","azure"
"Data Analyst","102500.0","Get It Recruit - Information Technology","power bi"
"Data Analyst","102500.0","Get It Recruit - Information Technology","sql"
"Data Analyst","102500.0","Get It Recruit - Information Technology","tableau"
"Data Analyst","102500.0","Orion Groups","confluence"
"Data Analyst","102500.0","Orion Groups","jira"
"Data Analyst","102500.0","Orion Groups","github"
"Data Analyst","102500.0","Orion Groups","flow"
"Data Analyst","102500.0","Orion Groups","jenkins"
"Data Analyst","102500.0","Orion Groups","hadoop"
"Data Analyst","102500.0","Orion Groups","bash"
"Data Analyst","102500.0","Orion Groups","python"
"Data Analyst","102500.0","Orion Groups","spark"
"Data Analyst","102500.0","Orion Groups","gcp"
"Data Analyst","102500.0","Insight Global","sql"
"Data Analyst","102500.0","Insight Global","javascript"
"Data Analyst","102500.0","Insight Global","tableau"
"Data Analyst","102250.0","ZipRecruiter","sql"
"Data Analyst","102250.0","ZipRecruiter","python"
"Data Analyst","102000.0","Get It Recruit - Information Technology","excel"
"Data Analyst","102000.0","Get It Recruit - Information Technology","sql"
"Data Analyst","102000.0","Get It Recruit - Information Technology","sql"
"Data Analyst","102000.0","Get It Recruit - Information Technology","excel"
"Data Analyst","102000.0","Get It Recruit - Information Technology","redshift"
"Data Analyst","102000.0","Get It Recruit - Information Technology","aws"
"Data Analyst","102000.0","Get It Recruit - Information Technology","python"
"Data Analyst","102000.0","Get It Recruit - Information Technology","sql"
"Data Analyst","102000.0","Get It Recruit - Information Technology","tableau"
"Data Analyst","102000.0","Get It Recruit - Information Technology","oracle"
"Data Analyst","101500.0","Get It Recruit - Information Technology","sql"
"Data Analyst","101500.0","Get It Recruit - Information Technology","r"
"Data Analyst","101500.0","Get It Recruit - Information Technology","python"
"Data Analyst","101500.0","Get It Recruit - Information Technology","sql"
"Data Analyst","101500.0","Get It Recruit - Information Technology","excel"
"Data Analyst","101500.0","Get It Recruit - Information Technology","azure"
"Data Analyst","101500.0","Get It Recruit - Information Technology","sql"
"Data Analyst","101500.0","Get It Recruit - Information Technology","confluence"
"Data Analyst","101500.0","Get It Recruit - Information Technology","tableau"
"Data Analyst","101500.0","Get It Recruit - Information Technology","hadoop"
"Data Analyst","101500.0","Get It Recruit - Information Technology","jira"
"Data Analyst","100400.0","UnitedHealth Group","sas"
"Data Analyst","100400.0","UnitedHealth Group","go"
"Data Analyst","100400.0","UnitedHealth Group","sas"
"Data Analyst","100400.0","Optum","sql"
"Data Analyst","100400.0","Optum","ssrs"
"Data Analyst","100400.0","Optum","ssis"
"Data Analyst","100400.0","Optum","sql server"
"Data Analyst","100400.0","Optum","c#"
"Data Analyst","100400.0","Optum","github"
"Data Analyst","100400.0","UnitedHealth Group","sql"
"Data Analyst","100400.0","UnitedHealth Group","excel"
"Data Analyst","100400.0","UnitedHealth Group","word"
"Data Analyst","100400.0","UnitedHealth Group","powerpoint"
"Data Analyst","100400.0","UnitedHealth Group","outlook"
"Data Analyst","100400.0","UnitedHealth Group","ms access"
"Data Analyst","100400.0","UnitedHealth Group","visio"
"Data Analyst","100400.0","UnitedHealth Group","python"
"Data Analyst","100400.0","UnitedHealth Group","snowflake"
"Data Analyst","100400.0","UnitedHealth Group","excel"
"Data Analyst","100400.0","UnitedHealth Group","tableau"
"Data Analyst","100400.0","UnitedHealth Group","power bi"
"Data Analyst","100400.0","UnitedHealth Group","alteryx"
"Data Analyst","100000.5","SAIC","visio"
"Data Analyst","100000.5","SAIC","oracle"
"Data Analyst","100000.5","SAIC","c"
"Data Analyst","100000.5","SAIC","c#"
"Data Analyst","100000.5","SAIC","c++"
"Data Analyst","100000.5","SAIC","java"
"Data Analyst","100000.5","SAIC","sql"
"Data Analyst","100000.5","SAIC","sql server"
"Data Analyst","100000.5","SAIC","excel"
"Data Analyst","100000.5","SAIC","tableau"
"Data Analyst","100000.5","SAIC","qlik"
"Data Analyst","100000.0","InvestM Technology LLC","tableau"
"Data Analyst","100000.0","Robert Half","go"
"Data Analyst","100000.0","LHH","sql"
"Data Analyst","100000.0","Insight Global Healthcare","excel"
"Data Analyst","100000.0","LHH","oracle"
"Data Analyst","100000.0","LHH","excel"
"Data Analyst","100000.0","LHH","tableau"
"Data Analyst","100000.0","LHH","sap"
"Data Analyst","100000.0","Insight Global Healthcare","powerpoint"
"Data Analyst","100000.0","Insight Global Healthcare","qlik"
"Data Analyst","100000.0","Robert Half","sql"
"Data Analyst","100000.0","Robert Half","python"
"Data Analyst","100000.0","Hearth","sql"
"Data Analyst","100000.0","Hearth","python"
"Data Analyst","100000.0","Insight Global Healthcare","tableau"
"Data Analyst","100000.0","InvestM Technology LLC","sql"
"Data Analyst","100000.0","InvestM Technology LLC","python"
"Data Analyst","100000.0","InvestM Technology LLC","java"
"Data Analyst","100000.0","InvestM Technology LLC","r"
"Data Analyst","100000.0","InvestM Technology LLC","power bi"
"Data Analyst","100000.0","Hearth","r"
"Data Analyst","100000.0","Hearth","tableau"
"Data Analyst","100000.0","Hearth","looker"
"Data Analyst","100000.0","Scaleai","tableau"
"Data Analyst","100000.0","Scaleai","python"
"Data Analyst","100000.0","Scaleai","sql"
"Data Analyst","100000.0","Robert Half","sql server"
"Data Analyst","100000.0","Robert Half","c"
"Data Analyst","100000.0","LHH","sql"
"Data Analyst","100000.0","LHH","tableau"
"Data Analyst","100000.0","Govcio LLC","oracle"
"Data Analyst","100000.0","InvestM Technology LLC","r"
"Data Analyst","100000.0","LHH","excel"
"Data Analyst","100000.0","Govcio LLC","atlassian"
"Data Analyst","100000.0","Govcio LLC","sql"
"Data Analyst","100000.0","InvestM Technology LLC","power bi"
"Data Analyst","100000.0","InvestM Technology LLC","tableau"
"Data Analyst","100000.0","InvestM Technology LLC","sql"
"Data Analyst","100000.0","InvestM Technology LLC","python"
"Data Analyst","100000.0","Get It Recruit - Information Technology","sql"
"Data Analyst","100000.0","Insight Global","power bi"
"Data Analyst","99746.90625","Calbright College","r"
"Data Analyst","99746.90625","Calbright College","sas"
"Data Analyst","99746.90625","Calbright College","windows"
"Data Analyst","99746.90625","Calbright College","oracle"
"Data Analyst","99746.90625","Calbright College","sql"
"Data Analyst","99746.90625","Calbright College","python"
"Data Analyst","99746.90625","Calbright College","spreadsheet"
"Data Analyst","99746.90625","Calbright College","spss"
"Data Analyst","99746.90625","Calbright College","word"
"Data Analyst","99746.90625","Calbright College","sheets"
"Data Analyst","99746.90625","Calbright College","sas"
"Data Analyst","99746.90625","Calbright College","excel"
"Data Analyst","99500.0","Get It Recruit - Information Technology","aws"
"Data Analyst","99500.0","Ogletree Deakins","excel"
"Data Analyst","99500.0","Ogletree Deakins","python"
"Data Analyst","99500.0","Ogletree Deakins","sql"
"Data Analyst","99500.0","Ogletree Deakins","r"
"Data Analyst","99500.0","Get It Recruit - Information Technology","tableau"
"Data Analyst","99500.0","Ogletree Deakins","tableau"
"Data Analyst","99500.0","Get It Recruit - Information Technology","powershell"
"Data Analyst","99500.0","Get It Recruit - Information Technology","c#"
"Data Analyst","99500.0","Get It Recruit - Information Technology","c++"
"Data Analyst","99500.0","Get It Recruit - Information Technology","bash"
"Data Analyst","99500.0","Get It Recruit - Information Technology","r"
"Data Analyst","99500.0","Get It Recruit - Information Technology","java"
"Data Analyst","99500.0","Get It Recruit - Information Technology","python"
"Data Analyst","99500.0","Get It Recruit - Information Technology","sql"
"Data Analyst","99000.0","Get It Recruit - Technology","sql"
"Data Analyst","99000.0","Get It Recruit - Technology","excel"
"Data Analyst","98800.0","Ad Hoc Team","tableau"
"Data Analyst","98800.0","Ad Hoc Team","r"
"Data Analyst","98800.0","Ad Hoc Team","looker"
"Data Analyst","98800.0","Ad Hoc Team","python"
"Data Analyst","98800.0","Ad Hoc Team","sql"
"Data Analyst","98750.0","Goldbelt, Inc.","flow"
"Data Analyst","98750.0","Goldbelt, Inc.","sas"
"Data Analyst","98750.0","Goldbelt, Inc.","sas"
"Data Analyst","98500.0","Get It Recruit - Technology","r"
