"remote_jobs","salary_year_avg","company_name","skills"
"Data Analyst","132500.0","Get It Recruit - Information Technology","sql"
"Data Analyst","132500.0","Get It Recruit - Information Technology","python"
"Data Analyst","132500.0","Get It Recruit - Information Technology","r"
"Data Analyst","132500.0","Get It Recruit - Information Technology","tableau"
"Data Analyst","132500.0","SoftDev Incorporated","sql"
"Data Analyst","132500.0","SoftDev Incorporated","r"
"Data Analyst","132500.0","Osmind","r"
"Data Analyst","132500.0","Osmind","python"
"Data Analyst","132500.0","Osmind","sql"
"Data Analyst","130000.0","ApTask","sql"
"Data Analyst","130000.0","ApTask","python"
"Data Analyst","130000.0","ApTask","sheets"
"Data Analyst","130000.0","ApTask","flow"
"Data Analyst","130000.0","Launch Consulting Group","jira"
"Data Analyst","130000.0","Launch Consulting Group","flow"
"Data Analyst","130000.0","Launch Consulting Group","sql"
"Data Analyst","130000.0","Launch Consulting Group","azure"
"Data Analyst","130000.0","Launch Consulting Group","aws"
"Data Analyst","130000.0","Launch Consulting Group","snowflake"
"Data Analyst","130000.0","Launch Consulting Group","visio"
"Data Analyst","130000.0","Doximity","git"
"Data Analyst","130000.0","Launch Consulting Group","excel"
"Data Analyst","130000.0","Doximity","spark"
"Data Analyst","130000.0","Doximity","pandas"
"Data Analyst","130000.0","Doximity","numpy"
"Data Analyst","130000.0","Doximity","python"
"Data Analyst","130000.0","Doximity","unix"
"Data Analyst","130000.0","Doximity","sql"
"Data Analyst","130000.0","Doximity","github"
"Data Analyst","130000.0","Launch Consulting Group","dax"
"Data Analyst","130000.0","Launch Consulting Group","power bi"
"Data Analyst","130000.0","Launch Consulting Group","tableau"
"Data Analyst","130000.0","Kforce Technology Staffing","snowflake"
"Data Analyst","130000.0","Kforce Technology Staffing","sql"
"Data Analyst","130000.0","Alpha Silicon","sql"
"Data Analyst","130000.0","Get It Recruit - Information Technology","python"
"Data Analyst","130000.0","Get It Recruit - Information Technology","sql"
"Data Analyst","130000.0","Alpha Silicon","python"
"Data Analyst","130000.0","Get It Recruit - Information Technology","excel"
"Data Analyst","130000.0","Kforce Technology Staffing","python"
"Data Analyst","130000.0","Kforce Technology Staffing","r"
"Data Analyst","130000.0","Kforce Technology Staffing","databricks"
"Data Analyst","130000.0","Get It Recruit - Information Technology","tableau"
"Data Analyst","130000.0","Get It Recruit - Information Technology","power bi"
"Data Analyst","130000.0","Kforce Technology Staffing","aws"
"Data Analyst","130000.0","Kforce Technology Staffing","redshift"
"Data Analyst","130000.0","Kforce Technology Staffing","tableau"
"Data Analyst","130000.0","Alpha Silicon","sheets"
"Data Analyst","130000.0","Alpha Silicon","flow"
"Data Analyst","130000.0","Get It Recruit - Information Technology","r"
"Data Analyst","130000.0","Get It Recruit - Information Technology","sql server"
"Data Analyst","129000.0","Lonza","python"
"Data Analyst","129000.0","Lonza","power bi"
"Data Analyst","127000.0","Cash App","twilio"
"Data Analyst","127000.0","Cash App","c"
"Data Analyst","127000.0","Cash App","go"
"Data Analyst","127000.0","Cash App","sql"
"Data Analyst","127000.0","Acorns","outlook"
"Data Analyst","126452.0","ICF","tableau"
"Data Analyst","126452.0","ICF","sas"
"Data Analyst","126452.0","ICF","spss"
"Data Analyst","126452.0","ICF","sas"
"Data Analyst","126452.0","ICF","r"
"Data Analyst","126452.0","ICF","python"
"Data Analyst","126452.0","ICF","sql"
"Data Analyst","126000.0","UnitedHealthcare","ssis"
"Data Analyst","126000.0","UnitedHealthcare","sql server"
"Data Analyst","126000.0","UnitedHealthcare","sql"
"Data Analyst","126000.0","UnitedHealthcare","ssrs"
"Data Analyst","126000.0","UnitedHealth Group","sas"
"Data Analyst","126000.0","UnitedHealth Group","aws"
"Data Analyst","126000.0","UnitedHealth Group","sas"
"Data Analyst","126000.0","UnitedHealth Group","python"
"Data Analyst","126000.0","UnitedHealth Group","sql"
"Data Analyst","126000.0","UnitedHealth Group","r"
"Data Analyst","125930.0","USAA","sas"
"Data Analyst","125930.0","USAA","sql"
"Data Analyst","125930.0","USAA","phoenix"
"Data Analyst","125930.0","USAA","sas"
"Data Analyst","125500.0","Uber","python"
"Data Analyst","125500.0","Uber","sql"
"Data Analyst","125500.0","Uber","r"
"Data Analyst","125500.0","Uber","go"
"Data Analyst","125000.0","Get It Recruit - Real Estate","shell"
"Data Analyst","125000.0","Get It Recruit - Real Estate","python"
"Data Analyst","125000.0","Get It Recruit - Real Estate","sql"
"Data Analyst","125000.0","hims & hers","python"
"Data Analyst","125000.0","hims & hers","sql"
"Data Analyst","125000.0","Starbridge Partners","sas"
"Data Analyst","125000.0","Starbridge Partners","python"
"Data Analyst","125000.0","Starbridge Partners","r"
"Data Analyst","125000.0","hims & hers","r"
"Data Analyst","125000.0","Get It Recruit - Real Estate","jupyter"
"Data Analyst","125000.0","Get It Recruit - Real Estate","airflow"
"Data Analyst","125000.0","Get It Recruit - Real Estate","spark"
"Data Analyst","125000.0","Get It Recruit - Real Estate","redshift"
"Data Analyst","125000.0","Get It Recruit - Real Estate","bigquery"
"Data Analyst","125000.0","Starbridge Partners","sas"
"Data Analyst","125000.0","hims & hers","postgresql"
"Data Analyst","125000.0","hims & hers","bash"
"Data Analyst","125000.0","hims & hers","looker"
"Data Analyst","125000.0","hims & hers","airflow"
"Data Analyst","125000.0","hims & hers","bigquery"
"Data Analyst","125000.0","Starbridge Partners","sql"
"Data Analyst","125000.0","Robert Half","flow"
"Data Analyst","125000.0","Get It Recruit - Information Technology","sql"
"Data Analyst","125000.0","Get It Recruit - Information Technology","python"
"Data Analyst","125000.0","Get It Recruit - Information Technology","r"
"Data Analyst","125000.0","Get It Recruit - Information Technology","vba"
"Data Analyst","125000.0","Get It Recruit - Information Technology","excel"
"Data Analyst","125000.0","PWR Staffing & Recruiting","sql"
"Data Analyst","125000.0","Get It Recruit - Information Technology","tableau"
"Data Analyst","125000.0","Get It Recruit - Information Technology","alteryx"
"Data Analyst","125000.0","The Walt Disney Company","spss"
"Data Analyst","125000.0","The Walt Disney Company","sas"
"Data Analyst","125000.0","The Walt Disney Company","snowflake"
"Data Analyst","125000.0","The Walt Disney Company","databricks"
"Data Analyst","125000.0","The Walt Disney Company","sas"
"Data Analyst","125000.0","The Walt Disney Company","r"
"Data Analyst","125000.0","The Walt Disney Company","python"
"Data Analyst","125000.0","The Walt Disney Company","sql"
"Data Analyst","125000.0","Get It Recruit - Information Technology","flow"
"Data Analyst","125000.0","Infinity Consulting Solutions, Inc.","excel"
"Data Analyst","125000.0","Infinity Consulting Solutions, Inc.","go"
"Data Analyst","125000.0","Infinity Consulting Solutions, Inc.","sql"
"Data Analyst","125000.0","Infinity Consulting Solutions, Inc.","notion"
"Data Analyst","124500.0","Blackstone Consulting, Inc.","powerpoint"
"Data Analyst","124500.0","Blackstone Consulting, Inc.","power bi"
"Data Analyst","124500.0","Blackstone Consulting, Inc.","word"
"Data Analyst","124500.0","Blackstone Consulting, Inc.","excel"
"Data Analyst","124500.0","Blackstone Consulting, Inc.","sharepoint"
"Data Analyst","124500.0","Blackstone Consulting, Inc.","microsoft teams"
"Data Analyst","124000.0","Cloudflare","python"
"Data Analyst","124000.0","Cloudflare","sql"
"Data Analyst","124000.0","Cloudflare","looker"
"Data Analyst","124000.0","Cloudflare","tableau"
"Data Analyst","124000.0","Cloudflare","r"
"Data Analyst","123000.0","Get It Recruit - Information Technology","power bi"
"Data Analyst","123000.0","Get It Recruit - Information Technology","tableau"
"Data Analyst","123000.0","Get It Recruit - Information Technology","sql"
"Data Analyst","123000.0","Get It Recruit - Information Technology","looker"
"Data Analyst","122769.0","ICF","python"
"Data Analyst","122769.0","ICF","power bi"
"Data Analyst","122769.0","ICF","sql"
"Data Analyst","122769.0","ICF","tableau"
"Data Analyst","122500.0","Analytic Recruiting Inc.","python"
"Data Analyst","122500.0","Analytic Recruiting Inc.","snowflake"
"Data Analyst","122500.0","Analytic Recruiting Inc.","tableau"
"Data Analyst","122500.0","Analytic Recruiting Inc.","sas"
"Data Analyst","122500.0","Analytic Recruiting Inc.","sql"
"Data Analyst","122500.0","Analytic Recruiting Inc.","sas"
"Data Analyst","122500.0","Innova Solutions","aws"
"Data Analyst","122500.0","Innova Solutions","confluence"
"Data Analyst","122500.0","Innova Solutions","jira"
"Data Analyst","122500.0","Innova Solutions","sql"
"Data Analyst","122000.0","CloudFlare","sql"
"Data Analyst","122000.0","Cloudflare","sql"
"Data Analyst","122000.0","Cloudflare","bigquery"
"Data Analyst","122000.0","Cloudflare","tableau"
"Data Analyst","122000.0","Cloudflare","sheets"
"Data Analyst","122000.0","CloudFlare","bigquery"
"Data Analyst","122000.0","CloudFlare","tableau"
"Data Analyst","122000.0","CloudFlare","sheets"
"Data Analyst","120000.0","M13","spss"
"Data Analyst","120000.0","M13","sql"
"Data Analyst","120000.0","M13","r"
"Data Analyst","120000.0","M13","sas"
"Data Analyst","120000.0","M13","sas"
"Data Analyst","120000.0","Robert Half","tableau"
"Data Analyst","120000.0","LAI","confluence"
"Data Analyst","120000.0","LAI","jira"
"Data Analyst","120000.0","LAI","kubernetes"
"Data Analyst","120000.0","LAI","word"
"Data Analyst","120000.0","LAI","tableau"
"Data Analyst","120000.0","LAI","excel"
"Data Analyst","120000.0","LAI","go"
"Data Analyst","120000.0","LAI","sql"
"Data Analyst","120000.0","Get It Recruit - Information Technology","excel"
"Data Analyst","120000.0","Get It Recruit - Information Technology","tableau"
"Data Analyst","120000.0","Get It Recruit - Information Technology","power bi"
"Data Analyst","120000.0","Get It Recruit - Information Technology","sharepoint"
"Data Analyst","120000.0","Get It Recruit - Information Technology","powerpoint"
"Data Analyst","120000.0","Get It Recruit - Information Technology","outlook"
"Data Analyst","120000.0","Get It Recruit - Information Technology","visio"
"Data Analyst","120000.0","Robert Half","sql"
"Data Analyst","120000.0","Robert Half","power bi"
"Data Analyst","120000.0","Motion Recruitment","tableau"
"Data Analyst","120000.0","Motion Recruitment","gcp"
"Data Analyst","120000.0","Motion Recruitment","snowflake"
"Data Analyst","120000.0","Motion Recruitment","redshift"
"Data Analyst","120000.0","Motion Recruitment","bigquery"
"Data Analyst","120000.0","Motion Recruitment","aws"
"Data Analyst","120000.0","Motion Recruitment","azure"
"Data Analyst","120000.0","Motion Recruitment","sql"
"Data Analyst","119908.0","US Development Finance Corporation (formerly Overseas Private Investment Corporation)","python"
"Data Analyst","119908.0","US Development Finance Corporation (formerly Overseas Private Investment Corporation)","power bi"
"Data Analyst","119908.0","US Development Finance Corporation (formerly Overseas Private Investment Corporation)","tableau"
"Data Analyst","119908.0","US Development Finance Corporation (formerly Overseas Private Investment Corporation)","vba"
"Data Analyst","119200.0","CVS Health","sql"
"Data Analyst","119200.0","CVS Health","python"
"Data Analyst","119200.0","CVS Health","hadoop"
"Data Analyst","119200.0","CVS Health","tableau"
"Data Analyst","119200.0","CVS Health","sql"
"Data Analyst","119200.0","CVS Health","python"
"Data Analyst","119200.0","CVS Health","hadoop"
"Data Analyst","119200.0","CVS Health","tableau"
"Data Analyst","117713.0","Get It Recruit - Healthcare","excel"
"Data Analyst","117713.0","Get It Recruit - Healthcare","tableau"
"Data Analyst","117713.0","Get It Recruit - Healthcare","word"
"Data Analyst","117713.0","Get It Recruit - Healthcare","powerpoint"
"Data Analyst","117713.0","Get It Recruit - Healthcare","ms access"
"Data Analyst","117500.0","Robert Half","go"
"Data Analyst","117500.0","Robert Half","sql server"
"Data Analyst","117500.0","Robert Half","sql"
"Data Analyst","117500.0","Robert Half","python"
"Data Analyst","117500.0","Robert Half","c"
"Data Analyst","117500.0","Get It Recruit - Information Technology","python"
"Data Analyst","117500.0","Get It Recruit - Information Technology","sql"
"Data Analyst","117500.0","Jobot","python"
"Data Analyst","117500.0","Jobot","sql"
"Data Analyst","117500.0","Get It Recruit - Information Technology","sql server"
"Data Analyst","117500.0","Jobot","tableau"
"Data Analyst","117000.0","Get It Recruit - Information Technology","sql"
"Data Analyst","117000.0","Get It Recruit - Information Technology","looker"
"Data Analyst","117000.0","Get It Recruit - Information Technology","python"
"Data Analyst","117000.0","Get It Recruit - Information Technology","tableau"
"Data Analyst","115791.5","Kern Health Systems","sql"
"Data Analyst","115791.5","Kern Health Systems","sas"
